danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,uri
0.577,0.797,5,-6.013,1,0.0246,0.0213,0.000472,0.207,0.797,105.02,audio_features,1B2zrooBJ6Rc8NIUuS3VDh,spotify:track:1B2zrooBJ6Rc8NIUuS3VDh,https://api.spotify.com/v1/tracks/1B2zrooBJ6Rc8NIUuS3VDh,https://api.spotify.com/v1/audio-analysis/1B2zrooBJ6Rc8NIUuS3VDh,226303,4,spotify:track:1B2zrooBJ6Rc8NIUuS3VDh
0.407,0.412,0,-11.794,1,0.0285,0.354,3.74e-05,0.0735,0.562,179.836,audio_features,2EPuv7zyLpFqReJoYrIFzm,spotify:track:2EPuv7zyLpFqReJoYrIFzm,https://api.spotify.com/v1/tracks/2EPuv7zyLpFqReJoYrIFzm,https://api.spotify.com/v1/audio-analysis/2EPuv7zyLpFqReJoYrIFzm,191889,4,spotify:track:2EPuv7zyLpFqReJoYrIFzm
0.635,0.646,10,-5.246,1,0.0462,0.415,0.00055,0.42,0.344,117.956,audio_features,3iv26BUAWSn83q8rhGKPE8,spotify:track:3iv26BUAWSn83q8rhGKPE8,https://api.spotify.com/v1/tracks/3iv26BUAWSn83q8rhGKPE8,https://api.spotify.com/v1/audio-analysis/3iv26BUAWSn83q8rhGKPE8,216983,3,spotify:track:3iv26BUAWSn83q8rhGKPE8
0.817,0.577,6,-8.63,0,0.0658,0.117,0.000366,0.183,0.928,112.025,audio_features,3qiX7QXv6w6y4wsr5KP6U1,spotify:track:3qiX7QXv6w6y4wsr5KP6U1,https://api.spotify.com/v1/tracks/3qiX7QXv6w6y4wsr5KP6U1,https://api.spotify.com/v1/audio-analysis/3qiX7QXv6w6y4wsr5KP6U1,130714,4,spotify:track:3qiX7QXv6w6y4wsr5KP6U1
0.651,0.696,7,-7.889,1,0.0314,0.0949,0.903,0.387,0.62,130.27,audio_features,3IwadYiQKN7O51JgIH9PBC,spotify:track:3IwadYiQKN7O51JgIH9PBC,https://api.spotify.com/v1/tracks/3IwadYiQKN7O51JgIH9PBC,https://api.spotify.com/v1/audio-analysis/3IwadYiQKN7O51JgIH9PBC,166458,4,spotify:track:3IwadYiQKN7O51JgIH9PBC
0.745,0.353,1,-10.614,1,0.0983,0.174,0.00662,0.118,0.598,160.111,audio_features,0WtDGnWL2KrMCk0mI1Gpwz,spotify:track:0WtDGnWL2KrMCk0mI1Gpwz,https://api.spotify.com/v1/tracks/0WtDGnWL2KrMCk0mI1Gpwz,https://api.spotify.com/v1/audio-analysis/0WtDGnWL2KrMCk0mI1Gpwz,326933,4,spotify:track:0WtDGnWL2KrMCk0mI1Gpwz
0.637,0.665,2,-9.184,1,0.0489,0.0201,0.0,0.097,0.928,116.215,audio_features,6EUcEf1l8hgFSGOzss2vU7,spotify:track:6EUcEf1l8hgFSGOzss2vU7,https://api.spotify.com/v1/tracks/6EUcEf1l8hgFSGOzss2vU7,https://api.spotify.com/v1/audio-analysis/6EUcEf1l8hgFSGOzss2vU7,168173,4,spotify:track:6EUcEf1l8hgFSGOzss2vU7
0.733,0.696,9,-5.813,1,0.0328,0.161,0.0,0.341,0.792,124.999,audio_features,2TO5S8NzOc20lhR3s9Gwe3,spotify:track:2TO5S8NzOc20lhR3s9Gwe3,https://api.spotify.com/v1/tracks/2TO5S8NzOc20lhR3s9Gwe3,https://api.spotify.com/v1/audio-analysis/2TO5S8NzOc20lhR3s9Gwe3,159360,4,spotify:track:2TO5S8NzOc20lhR3s9Gwe3
0.366,0.439,4,-5.238,1,0.0298,0.0781,1.92e-05,0.108,0.11,115.94,audio_features,6XrTwqp0vMc2Z3m4ttoyRe,spotify:track:6XrTwqp0vMc2Z3m4ttoyRe,https://api.spotify.com/v1/tracks/6XrTwqp0vMc2Z3m4ttoyRe,https://api.spotify.com/v1/audio-analysis/6XrTwqp0vMc2Z3m4ttoyRe,214088,3,spotify:track:6XrTwqp0vMc2Z3m4ttoyRe
0.877,0.445,3,-11.01,1,0.548,0.324,0.0,0.116,0.852,148.936,audio_features,1O9XLPG67dHptqmOPv578s,spotify:track:1O9XLPG67dHptqmOPv578s,https://api.spotify.com/v1/tracks/1O9XLPG67dHptqmOPv578s,https://api.spotify.com/v1/audio-analysis/1O9XLPG67dHptqmOPv578s,165267,4,spotify:track:1O9XLPG67dHptqmOPv578s
