danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,uri
0.327,0.186,4,-19.453,0,0.0287,0.842,0.92,0.113,0.144,96.877,audio_features,7MpGVFwiJX7EqorYRWux7K,spotify:track:7MpGVFwiJX7EqorYRWux7K,https://api.spotify.com/v1/tracks/7MpGVFwiJX7EqorYRWux7K,https://api.spotify.com/v1/audio-analysis/7MpGVFwiJX7EqorYRWux7K,334827,4,spotify:track:7MpGVFwiJX7EqorYRWux7K
0.829,0.0514,5,-14.281,0,0.474,0.891,0.852,0.0967,0.796,71.421,audio_features,3jvSFuhdGbGQcEv9dKC4bJ,spotify:track:3jvSFuhdGbGQcEv9dKC4bJ,https://api.spotify.com/v1/tracks/3jvSFuhdGbGQcEv9dKC4bJ,https://api.spotify.com/v1/audio-analysis/3jvSFuhdGbGQcEv9dKC4bJ,176027,4,spotify:track:3jvSFuhdGbGQcEv9dKC4bJ
0.484,0.884,6,-2.923,0,0.147,0.196,0.0,0.137,0.884,158.048,audio_features,5hqIGavZiv1Mtov3kbcAmU,spotify:track:5hqIGavZiv1Mtov3kbcAmU,https://api.spotify.com/v1/tracks/5hqIGavZiv1Mtov3kbcAmU,https://api.spotify.com/v1/audio-analysis/5hqIGavZiv1Mtov3kbcAmU,124344,4,spotify:track:5hqIGavZiv1Mtov3kbcAmU
0.742,0.52,11,-5.523,0,0.0341,0.0163,5.68e-06,0.086,0.672,115.233,audio_features,63FE5XUY5rc5cwDTEmmjH8,spotify:track:63FE5XUY5rc5cwDTEmmjH8,https://api.spotify.com/v1/tracks/63FE5XUY5rc5cwDTEmmjH8,https://api.spotify.com/v1/audio-analysis/63FE5XUY5rc5cwDTEmmjH8,246911,4,spotify:track:63FE5XUY5rc5cwDTEmmjH8
0.333,0.0873,6,-23.85,0,0.0368,0.979,0.797,0.292,0.192,83.279,audio_features,6Q1NLGTGpqTFdsin4dHHFq,spotify:track:6Q1NLGTGpqTFdsin4dHHFq,https://api.spotify.com/v1/tracks/6Q1NLGTGpqTFdsin4dHHFq,https://api.spotify.com/v1/audio-analysis/6Q1NLGTGpqTFdsin4dHHFq,123731,3,spotify:track:6Q1NLGTGpqTFdsin4dHHFq
0.172,0.14,10,-15.59,0,0.0403,0.948,0.897,0.328,0.0388,132.894,audio_features,4JHulcYwJQc1eHkFlBsE4L,spotify:track:4JHulcYwJQc1eHkFlBsE4L,https://api.spotify.com/v1/tracks/4JHulcYwJQc1eHkFlBsE4L,https://api.spotify.com/v1/audio-analysis/4JHulcYwJQc1eHkFlBsE4L,112570,4,spotify:track:4JHulcYwJQc1eHkFlBsE4L
0.493,0.437,4,-9.729,1,0.028,0.673,1.51e-05,0.0918,0.036,99.956,audio_features,6yMkhA2Qcvzp4gmeSClZZc,spotify:track:6yMkhA2Qcvzp4gmeSClZZc,https://api.spotify.com/v1/tracks/6yMkhA2Qcvzp4gmeSClZZc,https://api.spotify.com/v1/audio-analysis/6yMkhA2Qcvzp4gmeSClZZc,306155,4,spotify:track:6yMkhA2Qcvzp4gmeSClZZc
0.39,0.0246,7,-25.253,0,0.0462,0.991,0.9,0.116,0.187,79.106,audio_features,3aEoeum6W7Tx8N6HZpSr4z,spotify:track:3aEoeum6W7Tx8N6HZpSr4z,https://api.spotify.com/v1/tracks/3aEoeum6W7Tx8N6HZpSr4z,https://api.spotify.com/v1/audio-analysis/3aEoeum6W7Tx8N6HZpSr4z,202840,4,spotify:track:3aEoeum6W7Tx8N6HZpSr4z
0.706,0.692,8,-4.872,0,0.166,0.283,0.0,0.138,0.71,76.991,audio_features,0RZx763PZaGsBI66gSnW44,spotify:track:0RZx763PZaGsBI66gSnW44,https://api.spotify.com/v1/tracks/0RZx763PZaGsBI66gSnW44,https://api.spotify.com/v1/audio-analysis/0RZx763PZaGsBI66gSnW44,258919,4,spotify:track:0RZx763PZaGsBI66gSnW44
0.693,0.168,2,-14.551,1,0.0317,0.901,1.09e-05,0.116,0.383,101.005,audio_features,2KQAUIdgI6cvvFJqFMlAsN,spotify:track:2KQAUIdgI6cvvFJqFMlAsN,https://api.spotify.com/v1/tracks/2KQAUIdgI6cvvFJqFMlAsN,https://api.spotify.com/v1/audio-analysis/2KQAUIdgI6cvvFJqFMlAsN,193836,4,spotify:track:2KQAUIdgI6cvvFJqFMlAsN
0.421,0.787,5,-7.528,1,0.295,0.366,0.0,0.106,0.736,141.691,audio_features,6kkvWbBu8a07a8TevTF9JO,spotify:track:6kkvWbBu8a07a8TevTF9JO,https://api.spotify.com/v1/tracks/6kkvWbBu8a07a8TevTF9JO,https://api.spotify.com/v1/audio-analysis/6kkvWbBu8a07a8TevTF9JO,203947,4,spotify:track:6kkvWbBu8a07a8TevTF9JO
0.795,0.629,5,-8.704,0,0.0745,0.043,0.000154,0.378,0.0667,100.803,audio_features,2PzWUwFXApjQBZzKMl4Hd6,spotify:track:2PzWUwFXApjQBZzKMl4Hd6,https://api.spotify.com/v1/tracks/2PzWUwFXApjQBZzKMl4Hd6,https://api.spotify.com/v1/audio-analysis/2PzWUwFXApjQBZzKMl4Hd6,192010,4,spotify:track:2PzWUwFXApjQBZzKMl4Hd6
0.249,0.45,9,-10.91,0,0.031,0.933,0.574,0.0909,0.0871,99.028,audio_features,1hoJdbMo6U45yfUTWOzvsX,spotify:track:1hoJdbMo6U45yfUTWOzvsX,https://api.spotify.com/v1/tracks/1hoJdbMo6U45yfUTWOzvsX,https://api.spotify.com/v1/audio-analysis/1hoJdbMo6U45yfUTWOzvsX,234124,4,spotify:track:1hoJdbMo6U45yfUTWOzvsX
0.399,0.469,1,-12.776,1,0.121,0.841,1.99e-05,0.14,0.328,92.96,audio_features,2GsNEmPSmEGDzDt5yIshH5,spotify:track:2GsNEmPSmEGDzDt5yIshH5,https://api.spotify.com/v1/tracks/2GsNEmPSmEGDzDt5yIshH5,https://api.spotify.com/v1/audio-analysis/2GsNEmPSmEGDzDt5yIshH5,196813,4,spotify:track:2GsNEmPSmEGDzDt5yIshH5
0.215,0.896,0,-3.248,1,0.0705,0.0278,0.0,0.897,0.933,76.295,audio_features,4Y69DYagJ4hxcZGh867ens,spotify:track:4Y69DYagJ4hxcZGh867ens,https://api.spotify.com/v1/tracks/4Y69DYagJ4hxcZGh867ens,https://api.spotify.com/v1/audio-analysis/4Y69DYagJ4hxcZGh867ens,114509,4,spotify:track:4Y69DYagJ4hxcZGh867ens
0.31,0.692,0,-7.227,1,0.249,0.298,0.00158,0.321,0.404,142.388,audio_features,0F8FJjvopb8WYgRXb5Qb9F,spotify:track:0F8FJjvopb8WYgRXb5Qb9F,https://api.spotify.com/v1/tracks/0F8FJjvopb8WYgRXb5Qb9F,https://api.spotify.com/v1/audio-analysis/0F8FJjvopb8WYgRXb5Qb9F,239827,3,spotify:track:0F8FJjvopb8WYgRXb5Qb9F
0.602,0.42,0,-13.31,1,0.072,0.663,0.0227,0.102,0.425,119.839,audio_features,2IudKsTqKL9SbC0O5op2Jt,spotify:track:2IudKsTqKL9SbC0O5op2Jt,https://api.spotify.com/v1/tracks/2IudKsTqKL9SbC0O5op2Jt,https://api.spotify.com/v1/audio-analysis/2IudKsTqKL9SbC0O5op2Jt,224000,4,spotify:track:2IudKsTqKL9SbC0O5op2Jt
0.394,0.494,7,-8.171,1,0.0575,0.188,0.00869,0.139,0.108,102.26,audio_features,3kIwYak7TrksuTH4PRYLn6,spotify:track:3kIwYak7TrksuTH4PRYLn6,https://api.spotify.com/v1/tracks/3kIwYak7TrksuTH4PRYLn6,https://api.spotify.com/v1/audio-analysis/3kIwYak7TrksuTH4PRYLn6,172920,4,spotify:track:3kIwYak7TrksuTH4PRYLn6
0.187,0.139,9,-15.899,0,0.0346,0.961,0.619,0.0934,0.0654,54.521,audio_features,59FfUwGdvNi7pKNB2G55XA,spotify:track:59FfUwGdvNi7pKNB2G55XA,https://api.spotify.com/v1/tracks/59FfUwGdvNi7pKNB2G55XA,https://api.spotify.com/v1/audio-analysis/59FfUwGdvNi7pKNB2G55XA,245000,3,spotify:track:59FfUwGdvNi7pKNB2G55XA
0.512,0.795,2,-10.438,1,0.366,0.481,0.73,0.108,0.499,150.09,audio_features,7xwQkGBliLat9F9F88fmLI,spotify:track:7xwQkGBliLat9F9F88fmLI,https://api.spotify.com/v1/tracks/7xwQkGBliLat9F9F88fmLI,https://api.spotify.com/v1/audio-analysis/7xwQkGBliLat9F9F88fmLI,211267,4,spotify:track:7xwQkGBliLat9F9F88fmLI
0.499,0.468,1,-11.023,1,0.522,0.703,0.0,0.167,0.719,163.117,audio_features,47FkzJm1bUaIc0OaGZvslL,spotify:track:47FkzJm1bUaIc0OaGZvslL,https://api.spotify.com/v1/tracks/47FkzJm1bUaIc0OaGZvslL,https://api.spotify.com/v1/audio-analysis/47FkzJm1bUaIc0OaGZvslL,107253,4,spotify:track:47FkzJm1bUaIc0OaGZvslL
